Iter=0, alpha=0.100, error=64.557
4 [ 5.2  3.4  1.4  0.2] [1, 0, 0] True
5 [ 4.7  3.2  1.6  0.2] [1, 0, 0] True
6 [ 4.8  3.1  1.6  0.2] [1, 0, 0] True
7 [ 5.4  3.4  1.5  0.4] [1, 0, 0] True
8 [ 5.2  4.1  1.5  0.1] [1, 0, 0] True
9 [ 5.5  4.2  1.4  0.2] [1, 0, 0] True
10 [ 4.9  3.1  1.5  0.1] [1, 0, 0] True
11 [ 5.   3.2  1.2  0.2] [1, 0, 0] True
12 [ 5.5  3.5  1.3  0.2] [1, 0, 0] True
13 [ 4.9  3.1  1.5  0.1] [1, 0, 0] True
14 [ 4.4  3.   1.3  0.2] [1, 0, 0] True
15 [ 5.1  3.4  1.5  0.2] [1, 0, 0] True
16 [ 5.   3.5  1.3  0.3] [1, 0, 0] True
17 [ 4.5  2.3  1.3  0.3] [1, 0, 0] True
18 [ 4.4  3.2  1.3  0.2] [1, 0, 0] True
19 [ 5.   3.5  1.6  0.6] [1, 0, 0] True
20 [ 5.1  3.8  1.9  0.4] [1, 0, 0] True
21 [ 4.8  3.   1.4  0.3] [1, 0, 0] True
22 [ 5.1  3.8  1.6  0.2] [1, 0, 0] True
23 [ 4.6  3.2  1.4  0.2] [1, 0, 0] True
24 [ 5.3  3.7  1.5  0.2] [1, 0, 0] True
25 [ 5.   3.3  1.4  0.2] [1, 0, 0] True
26 [ 6.6  3.   4.4  1.4] [0, 1, 0] True
27 [ 6.8  2.8  4.8  1.4] [0, 1, 0] True
28 [ 6.7  3.   5.   1.7] [0, 1, 0] True
29 [ 6.   2.9  4.5  1.5] [0, 1, 0] True
30 [ 5.7  2.6  3.5  1. ] [0, 1, 0] True
31 [ 5.5  2.4  3.8  1.1] [0, 1, 0] True
32 [ 5.5  2.4  3.7  1. ] [0, 1, 0] True
33 [ 5.8  2.7  3.9  1.2] [0, 1, 0] True
34 [ 6.   2.7  5.1  1.6] [0, 0, 1] False
35 [ 5.4  3.   4.5  1.5] [0, 1, 0] True
36 [ 6.   3.4  4.5  1.6] [0, 1, 0] True
37 [ 6.7  3.1  4.7  1.5] [0, 1, 0] True
38 [ 6.3  2.3  4.4  1.3] [0, 1, 0] True
39 [ 5.6  3.   4.1  1.3] [0, 1, 0] True
40 [ 5.5  2.5  4.   1.3] [0, 1, 0] True
41 [ 5.5  2.6  4.4  1.2] [0, 1, 0] True
42 [ 6.1  3.   4.6  1.4] [0, 1, 0] True
43 [ 5.8  2.6  4.   1.2] [0, 1, 0] True
44 [ 5.   2.3  3.3  1. ] [0, 1, 0] True
45 [ 5.6  2.7  4.2  1.3] [0, 1, 0] True
46 [ 5.7  3.   4.2  1.2] [0, 1, 0] True
47 [ 5.7  2.9  4.2  1.3] [0, 1, 0] True
48 [ 6.2  2.9  4.3  1.3] [0, 1, 0] True
49 [ 5.1  2.5  3.   1.1] [0, 1, 0] True
50 [ 5.7  2.8  4.1  1.3] [0, 1, 0] True
51 [ 7.2  3.2  6.   1.8] [0, 0, 1] True
52 [ 6.2  2.8  4.8  1.8] [0, 0, 1] True
53 [ 6.1  3.   4.9  1.8] [0, 0, 1] True
54 [ 6.4  2.8  5.6  2.1] [0, 0, 1] True
55 [ 7.2  3.   5.8  1.6] [0, 0, 1] True
56 [ 7.4  2.8  6.1  1.9] [0, 0, 1] True
57 [ 7.9  3.8  6.4  2. ] [0, 1, 0] False
58 [ 6.4  2.8  5.6  2.2] [0, 0, 1] True
59 [ 6.3  2.8  5.1  1.5] [0, 0, 1] True
60 [ 6.1  2.6  5.6  1.4] [0, 0, 1] True
61 [ 7.7  3.   6.1  2.3] [0, 0, 1] True
62 [ 6.3  3.4  5.6  2.4] [0, 0, 1] True
63 [ 6.4  3.1  5.5  1.8] [0, 0, 1] True
64 [ 6.   3.   4.8  1.8] [0, 0, 1] True
65 [ 6.9  3.1  5.4  2.1] [0, 0, 1] True
66 [ 6.7  3.1  5.6  2.4] [0, 0, 1] True
67 [ 6.9  3.1  5.1  2.3] [0, 0, 1] True
68 [ 5.8  2.7  5.1  1.9] [0, 0, 1] True
69 [ 6.8  3.2  5.9  2.3] [0, 0, 1] True
70 [ 6.7  3.3  5.7  2.5] [0, 0, 1] True
71 [ 6.7  3.   5.2  2.3] [0, 0, 1] True
72 [ 6.3  2.5  5.   1.9] [0, 0, 1] True
73 [ 6.5  3.   5.2  2. ] [0, 0, 1] True
74 [ 6.2  3.4  5.4  2.3] [0, 0, 1] True
75 [ 5.9  3.   5.1  1.8] [0, 0, 1] True
------------------ Results ---------------------
Iterations = 500     Learning Rate = 0.100
Error Value = 2.1857
Correctly Predicted = 73     Badly Predicted = 2
